











"ID","Unit Title","Unit Date","Start Year","End Year","Unit ID","Level","Originator","Container 1","Container 2","Container 3","Phys. Desc. 1","Phys. Desc. 2","Phys. Desc. 3","Phys. Loc","Access Restrict.","URN","Collection Title","Originator","Collection Date","Collection ID","Parent 1","Parent 2","Parent 3","Parent 4","Parent 5","Parent 6"
"hua04010c00070","Folder 2 of 6","","","","UAI 20.720 Box 1, Folder 69","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10513832","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Journal of Samuel Kirkland, March 6, 1789-March 16, 1790","Missionary Journals of Samuel Kirkland, 1789-1807","","","","",
"hua04010c00071","Folder 3 of 6","","","","UAI 20.720 Box 1, Folder 70","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10513834","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Journal of Samuel Kirkland, March 6, 1789-March 16, 1790","Missionary Journals of Samuel Kirkland, 1789-1807","","","","",
"hua04010c00072","Folder 4 of 6","","","","UAI 20.720 Box 1, Folder 71","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10513835","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Journal of Samuel Kirkland, March 6, 1789-March 16, 1790","Missionary Journals of Samuel Kirkland, 1789-1807","","","","",
"hua04010c00073","Folder 5 of 6","","","","UAI 20.720 Box 1, Folder 72","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10513836","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Journal of Samuel Kirkland, March 6, 1789-March 16, 1790","Missionary Journals of Samuel Kirkland, 1789-1807","","","","",
"hua04010c00074","Folder 6 of 6","","","","UAI 20.720 Box 1, Folder 73","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10513837","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Journal of Samuel Kirkland, March 6, 1789-March 16, 1790","Missionary Journals of Samuel Kirkland, 1789-1807","","","","",
"hua04010c00075","Transcript of Journal of Samuel Kirkland, July 16, 1792-January 16, 1794","July 16, 1792-January 16, 1794","1792","1794","","","","","","","(2 folders)","","","","","","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of Samuel Kirkland, 1789-1807","","","","","",
"hua04010c00076","Folder 1 of 2","","","","UAI 20.720 Box 1, Folder 74","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10513838","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Transcript of Journal of Samuel Kirkland, July 16, 1792-January 16, 1794","Missionary Journals of Samuel Kirkland, 1789-1807","","","","",
"hua04010c00077","Folder 2 of 2","","","","UAI 20.720 Box 1, Folder 75","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10513839","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Transcript of Journal of Samuel Kirkland, July 16, 1792-January 16, 1794","Missionary Journals of Samuel Kirkland, 1789-1807","","","","",
"hua04010c00078","Copy of speech by Samuel Kirkland, January 2, 1794","January 2, 1794","1794","1794","UAI 20.720 Box 1, Folder 76","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10513840","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of Samuel Kirkland, 1789-1807","","","","","",
"hua04010c00079","Journal of Samuel Kirkland, January 30-March 6, 1796","January 30-March 6, 1796","1796","1796","UAI 20.720 Box 2, Folder 1","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514162","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of Samuel Kirkland, 1789-1807","","","","","",
"hua04010c00080","Journal of Samuel Kirkland, January 30-March 6, 1796","January 30-March 6, 1796","1796","1796","UAI 20.720 Box 2, Folder 2","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514173","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of Samuel Kirkland, 1789-1807","","","","","",
"hua04010c00081","Journal of Samuel Kirkland, March 19, 1796-July 1796","March 19, 1796-July 1796","1796","1796","UAI 20.720 Box 2, Folder 3","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514184","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of Samuel Kirkland, 1789-1807","","","","","",
"hua04010c00082","Journal of Samuel Kirkland, March 19, 1796-1798?","March 19, 1796-1798?","1796","1798","UAI 20.720 Box 2, Folder 4","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514195","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of Samuel Kirkland, 1789-1807","","","","","",
"hua04010c00083","Journal of Samuel Kirkland, March 19, 1796-1798?","March 19, 1796-1798?","1796","1798","UAI 20.720 Box 2, Folder 5","item","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514204","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of Samuel Kirkland, 1789-1807","","","","","",
"hua04010c00084","Journal of Samuel Kirkland, December 18, 1798-November, 1799","December 18, 1798-November, 1799","1798","1799","UAI 20.720 Box 2, Folder 6","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514205","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of Samuel Kirkland, 1789-1807","","","","","",
"hua04010c00085","Journal of Samuel Kirkland, December 18, 1798-November, 1799","December 18, 1798-November, 1799","1798","1799","UAI 20.720 Box 2, Folder 7","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514206","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of Samuel Kirkland, 1789-1807","","","","","",
"hua04010c00086","Journal of Samuel Kirkland, April 1, 1806-February 4, 1807","April 1, 1806-February 4, 1807","1806","1807","UAI 20.720 Box 2, Folder 8","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514207","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of Samuel Kirkland, 1789-1807","","","","","",
"hua04010c00087","Negative microfilm copy of Journals of Samuel Kirkland, 1789-1807","","","","UAI 20.720 Box 3 mfN","","","","","","","","","","","","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of Samuel Kirkland, 1789-1807","","","","","",
"hua04010c00088","Positive microfilm copy of Journals of Samuel Kirkland, 1789-1807","","","","UAI 20.720 Box 4 mfP","","","","","","","","","","","","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of Samuel Kirkland, 1789-1807","","","","","",
"hua04010c00134","Missionary Journals of John Sergeant, 1790-1809","1790-1809","1790","1809","III.","series","","","","","1 cubic foot (38 folders and 1 flat box).","","","","","","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","","","","","","",
"hua04010c00089","Journal of John Sergeant, March 3, 1790- May 23, 1790","March 3, 1790- May 23, 1790","1790","1790","UAI 20.720 Box 2, Folder 9","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514208","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00090","Journal of John Sergeant, June 16-September 2, 1790","June 16-September 2, 1790","1790","1790","UAI 20.720 Box 2, Folder 10","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514163","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00091","Journal of John Sergeant, November 2, 1790- February 14, 1791","November 2, 1790- February 14, 1791","1790","1791","UAI 20.720 Box 2, Folder 11","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514164","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00092","Journal of John Sergeant, April 19-July 3, 1791 and letter from John Sergeant to Joseph Willard, July 9, 1791","April 19-July 3, 1791July 9, 1791","17911791","17911791","UAI 20.720 Box 2, Folder 12","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514165","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00093","Journal of John Sergeant, July 27- October 7, 1791","July 27- October 7, 1791","1791","1791","UAI 20.720 Box 2, Folder 13","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514166","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00094","Journal of John Sergeant, November 21, 1791- March 4, 1792","November 21, 1791- March 4, 1792","1791","1792","UAI 20.720 Box 2, Folder 14","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514167","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00095","Journal of John Sergeant, April 24- July 20, 1792","April 24- July 20, 1792","1792","1792","UAI 20.720 Box 2, Folder 15","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514168","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00096","Journal of John Sergeant, August 9- October 6, 1792","August 9- October 6, 1792","1792","1792","UAI 20.720 Box 2, Folder 16","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514169","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00097","Journal of John Sergeant, November 15, 1792- February 22, 1793","November 15, 1792- February 22, 1793","1792","1793","UAI 20.720 Box 2, Folder 17","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514170","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00098","Journal of John Sergeant, April 23- July 20, 1793","April 23- July 20, 1793","1793","1793","UAI 20.720 Box 2, Folder 18","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514171","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00099","Journal of John Sergeant, July 13- October 12, 1793","July 13- October 12, 1793","1793","1793","UAI 20.720 Box 2, Folder 19","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514172","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00100","Journal of John Sergeant, November 22, 1793- February 22, 1794","November 22, 1793- February 22, 1794","1793","1794","UAI 20.720 Box 2, Folder 20","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514174","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00101","Journal of John Sergeant, April 23- July 26, 1794","April 23- July 26, 1794","1794","1794","UAI 20.720 Box 2, Folder 21","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514175","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00102","Journal of John Sergeant, August 25- October 3, 1794","August 25- October 3, 1794","1794","1794","UAI 20.720 Box 2, Folder 22","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514176","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00103","Journal of John Sergeant, November 4, 1794- February 21, 1795","November 4, 1794- February 21, 1795","1794","1795","UAI 20.720 Box 2, Folder 23","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514177","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00104","Journal of John Sergeant, May 4- August 1, 1795","May 4- August 1, 1795","1795","1795","UAI 20.720 Box 2, Folder 24","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514178","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00105","Journal of John Sergeant, August 25- September 26, 1795","August 25- September 26, 1795","1795","1795","UAI 20.720 Box 2, Folder 25","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514179","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00106","Journal of John Sergeant, April 25- August 20, 1796","April 25- August 20, 1796","1796","1796","UAI 20.720 Box 2, Folder 26","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514180","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00107","Journal of John Sergeant, October 10, 1796- February 21, 1797","October 10, 1796- February 21, 1797","1796","1797","UAI 20.720 Box 2, Folder 27","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514181","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00108","Journal of John Sergeant, April 17- August 12, 1797","April 17- August 12, 1797","1797","1797","UAI 20.720 Box 2, Folder 28","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514182","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00109","Journal of John Sergeant, October 7, 1797- January 14, 1798","October 7, 1797- January 14, 1798","1797","1798","UAI 20.720 Box 2, Folder 29","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514183","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00110","Journal of John Sergeant, January 1- June 30, 1799","January 1- June 30, 1799","1799","1799","UAI 20.720 Box 2, Folder 30","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514185","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00111","Journal of John Sergeant, July 1- December 29, 1799","July 1- December 29, 1799","1799","1799","UAI 20.720 Box 2, Folder 31","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514186","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00112","Journal of John Sergeant, January 3- July 1, 1800","January 3- July 1, 1800","1800","1800","UAI 20.720 Box 2, Folder 32","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514187","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00113","Journal of John Sergeant, July- December 16, 1800","July- December 16, 1800","1800","1800","UAI 20.720 Box 2, Folder 33","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514188","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00114","Journal of John Sergeant, January 1- May 18, 1801","January 1- May 18, 1801","1801","1801","UAI 20.720 Box 2, Folder 34","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514189","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00115","Journal of John Sergeant, August 3- December 27, 1801","August 3- December 27, 1801","1801","1801","UAI 20.720 Box 2, Folder 35","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514190","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00116","Journal of John Sergeant, January 1- July 1, 1802","January 1- July 1, 1802","1802","1802","UAI 20.720 Box 2, Folder 36","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514191","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00117","Journal of John Sergeant, July 29- December 26, 1802","July 29- December 26, 1802","1802","1802","UAI 20.720 Box 2, Folder 37","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514192","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00118","Journal of John Sergeant, January 1- June 30, 1803","January 1- June 30, 1803","1803","1803","UAI 20.720 Box 2, Folder 38","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514193","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00119","Journal of John Sergeant, July 1- December 29, 1803","July 1- December 29, 1803","1803","1803","UAI 20.720 Box 2, Folder 39","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514194","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00120","Journal of John Sergeant, July 1- December 25, 1804","July 1- December 25, 1804","1804","1804","UAI 20.720 Box 2, Folder 40","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514196","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00121","Journal of John Sergeant, January 6- June 30, 1805","January 6- June 30, 1805","1805","1805","UAI 20.720 Box 2, Folder 41","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514197","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00122","Journal of John Sergeant, July 5- December 29, 1805","July 5- December 29, 1805","1805","1805","UAI 20.720 Box 2, Folder 42","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514198","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00123","Journal of John Sergeant, January 3- June 29, 1806","January 3- June 29, 1806","1806","1806","UAI 20.720 Box 2, Folder 43","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514199","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00124","Journal of John Sergeant, July 4- December 29, 1806","July 4- December 29, 1806","1806","1806","UAI 20.720 Box 2, Folder 44","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514200","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00125","Journal of John Sergeant, January 1- June 26, 1808","January 1- June 26, 1808","1808","1808","UAI 20.720 Box 2, Folder 45","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514201","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00126","Journal of John Sergeant, July 3- December 25, 1808","July 3- December 25, 1808","1808","1808","UAI 20.720 Box 2, Folder 46","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514202","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00127","Journal of John Sergeant, January 1- June 25, 1809","January 1- June 25, 1809","1809","1809","UAI 20.720 Box 2, Folder 47","","","","","","","","","","","http://nrs.harvard.edu/urn-3:HUL.ARCH:10514203","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",
"hua04010c00128","Photocopies of Journals of John Sergeant, 1790-1809","1790-1809","1790","1809","UAI 20.720 Box 5","","","","","","","","","","","","Records of Grants for Work among the Indians, 1720-1812","Harvard University. Corporation.","1720-1812","UAI 20.720","Missionary Journals of John Sergeant, 1790-1809","","","","","",


